"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901292","GO:1901292","nucleoside phosphate catabolic process","56/3671","188/18670",0.000554267129172714,0.00695670711733312,0.00534168341852941,"HIF1A/CBFA2T3/HK1/OGDH/SLC2A6/NUP210/PGK1/VCP/EIF6/PSEN1/OGT/PGAM1/ALDOA/LDHA/APP/ADPGK/P2RX7/HTR2A/ENO1/AMPD3/JMJD8/NUP42/STAT3/PKM/ACAT1/GPI/PDE8B/PGM1/GAPDH/NUP153/PPARGC1A/NUP98/PFKP/HPRT1/TPI1/NUDT17/NEIL1/NUDT4/NUP88/SEC13/PRKAG1/IGF1/ENO3/PGM2L1/NUDT9/NUP214/HK2/ADA/XDH/PDE5A/PRXL2C/OGDHL/FOXK2/NUDT12/IFNG/ITPA",56
"GO:0072350","GO:0072350","tricarboxylic acid metabolic process","17/3671","39/18670",0.000561672227400239,0.0070357998465696,0.00540241449620207,"OGDH/ACLY/IDH3G/FH/MDH2/SIRT4/ACO2/SUCLA2/SDHA/SDHB/ASS1/DLD/MDH1/SUCLG1/DLAT/OGDHL/IDH3A",17
"GO:0031098","GO:0031098","stress-activated protein kinase signaling cascade","86/3671","315/18670",0.000583106078742931,0.00727678815071021,0.00558745652924671,"FOXM1/TLR6/TGFB2/PRDX1/MAP4K1/PBK/MAPK1/PTK2B/RHOA/GSTP1/CCDC88C/STK10/MAPK11/HACD3/DVL3/NCF1/WNT16/EZR/ZMPSTE24/ARHGEF6/TNF/APP/DUSP3/TIAM1/MAGI3/SPAG9/CD40LG/TNFSF11/PAK4/FGD2/STK26/IKBKB/NRK/TRIB1/ARHGEF5/DAB2IP/EDAR/MLKL/CCR7/EMC10/GADD45B/IRAK4/NOD2/MAP3K12/GADD45A/F2RL1/RELL1/TLR9/SLAMF1/SKP1/PJA2/PAFAH1B1/STK4/CCM2/HAND2/RASGRP1/LGALS9/CD27/PYCARD/SFRP2/FCGR2B/SH3RF1/LTBR/TPD52L1/CARD9/CCL19/CHUK/PTPN22/SDCBP/IL1B/PER1/TAOK1/SASH1/FOXO1/NBR1/INAVA/ERCC6/XDH/TNIK/PDCD10/PINK1/IL26/NOX1/AKR1B1/MAPK8/KAT7",86
"GO:0031589","GO:0031589","cell-substrate adhesion","95/3671","354/18670",0.000585199061964545,0.00727678815071021,0.00558745652924671,"ACTN4/JUP/TNFRSF12A/CD63/DAG1/VCL/TECTA/CORO1A/PTPRO/ABL1/TNN/TRIP6/COL8A1/CUZD1/PTK2B/PARVG/ITGB1/RHOA/MYO1G/MEGF9/PIK3R1/FERMT2/DOCK5/CALR/UNC13D/KANK1/MKLN1/RAC1/SDC4/ITGAL/ADAM9/DUSP3/TIAM1/CDC42/BCAS3/CD96/ITGB3/KIF14/ITGA4/EFNA1/ITGAV/RAB1A/FERMT3/CCR7/MMRN1/RAC2/LYVE1/CRK/ITGB7/NPNT/EPDR1/CDH13/IQGAP1/ITGA11/ARHGAP6/CD3E/GSK3B/LAMB2/SPOCK1/FAT2/ILK/EMILIN2/PTPRK/SKAP1/LAMC1/DMTN/LYPD3/AGR2/FLNA/CTNNB1/ITGB2/PARVA/EDIL3/FBLN2/DDR1/PXN/TESK2/FAM107A/ITGA3/BCR/LIMCH1/MYOC/EGFL6/PTK2/DOCK1/PTPRJ/SLC9A1/COL3A1/NF1/NEDD9/RCC2/SORBS1/DISC1/SMAD6/PIP5K1A",95
"GO:0032874","GO:0032874","positive regulation of stress-activated MAPK cascade","52/3671","172/18670",0.00058547558364403,0.00727678815071021,0.00558745652924671,"TLR6/TGFB2/MAP4K1/PTK2B/HACD3/DVL3/NCF1/WNT16/TNF/APP/TIAM1/SPAG9/CD40LG/TNFSF11/FGD2/NRK/ARHGEF5/DAB2IP/EDAR/MLKL/CCR7/EMC10/GADD45B/NOD2/MAP3K12/GADD45A/F2RL1/RELL1/TLR9/SLAMF1/PJA2/HAND2/RASGRP1/CD27/PYCARD/FCGR2B/SH3RF1/LTBR/TPD52L1/CARD9/CCL19/SDCBP/IL1B/TAOK1/SASH1/INAVA/ERCC6/XDH/TNIK/PDCD10/IL26/NOX1",52
"GO:0140013","GO:0140013","meiotic nuclear division","52/3671","172/18670",0.00058547558364403,0.00727678815071021,0.00558745652924671,"ATM/PLK1/CCNE2/FANCD2/EME1/BUB1/NUF2/ASPM/BRIP1/TTK/PRKAR1A/SYCP2/BUB1B/TOP2A/CALR/MSH5/FANCA/MEI1/RAD54B/STAG3/GOLGA2/PPP2R1A/GPR3/ESPL1/RAD54L/MYBL1/MSX2/NCAPH/SGO1/MND1/MEIOB/SGO2/MARF1/C11orf80/REC8/WASHC5/DPEP3/BRCA2/RAD51B/TOP2B/AURKA/MCMDC2/SLX4/FIGNL1/AGO4/RAD50/SYCE2/RAD51/FBXO5/SHOC1/NCAPH2/FBXO43",52
"GO:0002576","GO:0002576","platelet degranulation","41/3671","128/18670",0.000602684216950667,0.00746306693535982,0.00573049004760591,"ACTN4/CD63/TGFB2/VCL/CD9/PLEK/ANXA5/MAGED2/LAMP2/SPARC/WDR1/RAB27B/ALDOA/PCYOX1L/APP/TF/APLP2/ITGB3/EGF/FERMT3/A1BG/MMRN1/CTSW/TLN1/TIMP3/SERPINA3/PSAP/DMTN/FLNA/IGF1/VEGFC/SOD1/ALB/CYB5R1/FAM3C/QSOX1/SCG3/APOOL/RARRES2/CLU/PCDH7",41
"GO:0001503","GO:0001503","ossification","105/3671","398/18670",0.000602804183141516,0.00746306693535982,0.00573049004760591,"BMP8A/HIF1A/TGFB2/PRKACA/SBDS/PHEX/TNN/CITED1/CCDC47/CLTC/RUNX2/PSMC2/MAPK1/ATP6AP1/PTK2B/RHOA/ACVR1/SEMA7A/SEMA4D/TP53INP2/PHB/SNX10/SPARC/TP63/TAC1/CLIC1/MN1/IMPAD1/ZMPSTE24/DDX21/ASGR2/TCIRG1/HSD17B4/TNF/TOB2/ACP5/P2RX7/TNFSF11/EXT1/ATP5F1B/MSX2/ANKH/TMEM64/CYP27B1/SOST/PTHLH/DHX36/EXT2/PAM16/NPNT/DHX9/SORT1/ITGA11/EIF2AK3/MEF2D/NPPC/KREMEN2/LEF1/SOX8/SND1/ILK/HAND2/STC1/SMOC1/TMEM38B/SFRP2/LRP4/PBX1/SPP1/BGLAP/ZHX3/LRP5/AXIN2/RRBP1/FGR/CTNNB1/IGF1/COL5A2/CCDC154/HNRNPU/SIX2/FBN2/FIGNL1/FASN/SYNCRIP/NBR1/SMPD3/IARS1/CTNNBIP1/MYOC/PTK2/TWSG1/RRAS2/BMP8B/OSR1/IL6R/NAB2/WWOX/FBXO5/NF1/BCOR/COL1A2/ALYREF/S1PR1/SMAD6",105
"GO:0051668","GO:0051668","localization within membrane","46/3671","148/18670",0.000611588839296599,0.00754943260069687,0.00579680562402449,"SLC7A11/DAG1/RAB11A/ATP1B1/SEC24D/RELN/DBN1/DOCK2/PTPRC/SEC23A/SEC31A/RAC1/GPC6/ITGAL/SEC23B/ITGB3/ITGA4/DLG3/CLIP1/MUSK/NPTN/RAB1A/CD2/CPLX1/MESD/ITGB7/SEC31B/CDH13/ETV5/AP2B1/SEC24A/LRP4/SEC13/FLNA/ITGB2/SAR1A/GSN/STX7/MAGI2/AGRN/VPS35/CACNG4/HIP1/INSIG1/RFTN1/GPC4",46
"GO:0046330","GO:0046330","positive regulation of JNK cascade","44/3671","140/18670",0.000612148157867046,0.00754943260069687,0.00579680562402449,"TLR6/MAP4K1/PTK2B/HACD3/DVL3/NCF1/WNT16/TNF/APP/TIAM1/SPAG9/CD40LG/TNFSF11/FGD2/NRK/ARHGEF5/DAB2IP/EDAR/MLKL/CCR7/GADD45B/NOD2/MAP3K12/GADD45A/F2RL1/TLR9/SLAMF1/PJA2/RASGRP1/CD27/PYCARD/FCGR2B/SH3RF1/LTBR/TPD52L1/CARD9/CCL19/SDCBP/IL1B/TAOK1/SASH1/ERCC6/TNIK/NOX1",44
"GO:0048599","GO:0048599","oocyte development","19/3671","46/18670",0.000616622352803835,0.00758993073644257,0.00582790197701816,"ATM/RXFP2/PTK2B/PPP2R1A/NPPC/REC8/WASHC5/BRCA2/KMT2D/AURKA/CTNNB1/IGF1/ZGLP1/PLD6/GDF9/PDE5A/FBXO5/TUT7/CCNB1",19
"GO:0006007","GO:0006007","glucose catabolic process","16/3671","36/18670",0.000625103674876211,0.0076647327519437,0.00588533844503899,"HK1/PGK1/PGAM1/ALDOA/ADPGK/ENO1/PKM/GPI/GAPDH/PFKP/TPI1/LRP5/ENO3/PGM2L1/HK2/FOXK2",16
"GO:0045841","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","16/3671","36/18670",0.000625103674876211,0.0076647327519437,0.00588533844503899,"ATM/PLK1/AURKB/BUB1/CENPF/TTK/BUB1B/BUB3/NDC80/CDT1/IK/MAD2L1/DYNC1LI1/PCID2/FBXO5/CCNB1",16
"GO:0010833","GO:0010833","telomere maintenance via telomere lengthening","29/3671","82/18670",0.000629167937055027,0.00769975962891142,0.00591223371096662,"ATM/AURKB/PIF1/DCP2/NEK2/CCT5/MAPK1/XRCC5/CCT2/TERT/TNKS1BP1/CCT7/DHX36/MAPKAPK5/ACD/NAF1/TINF2/WRAP53/CTNNB1/RTEL1/HNRNPU/SLX4/RAD50/HMBOX1/TNKS2/RAD51/CCT3/CCT6A/GNL3L",29
"GO:0050702","GO:0050702","interleukin-1 beta secretion","21/3671","53/18670",0.000632345332898431,0.00770577039523493,0.00591684905702926,"AIM2/CARD8/TLR6/HK1/TRIM16/CASP1/NLRP1/P2RX7/CCR7/NOD2/F2RL1/CARD16/LGALS9/PYCARD/LILRA2/LPL/CCL19/GBP5/GSDMD/ARG2/TNFAIP3",21
"GO:0034330","GO:0034330","cell junction organization","80/3671","290/18670",0.000635480268359367,0.00770577039523493,0.00591684905702926,"ACTN4/CTNNA1/JUP/TGFB2/NECTIN2/VCL/CD9/PRKACA/PTPRO/ABL1/MYO1C/TRIP6/PTK2B/RHOA/FERMT2/WDR1/ESAM/CSK/PVR/RAC1/SDC4/KRT5/TNF/CDH26/DUSP3/CDC42/HEG1/BCAS3/HIPK1/NECTIN3/ACE2/SH3BP1/IKBKB/CTNND1/RAPGEF2/CDH20/TNS1/F2RL1/CDH13/TLN1/IQGAP1/ARHGAP6/MTDH/LSR/CCM2/NLGN2/ILK/CADM1/PTPRK/DSG2/LAMC1/LAMA3/DMTN/CXADR/ADD1/PKP2/FLNA/CTNNB1/PIP5K1C/TLN2/CRB3/PLEKHA7/PKP3/TESK2/FAM107A/INAVA/BCR/LIMCH1/MYOC/RASSF8/PTK2/IQSEC1/CAV1/PTPRJ/SLC9A1/TJP1/RCC2/SORBS1/OCLN/PIP5K1A",80
"GO:0032611","GO:0032611","interleukin-1 beta production","34/3671","101/18670",0.000635531026645599,0.00770577039523493,0.00591684905702926,"AIM2/CARD8/TLR6/HK1/GSTP1/TRIM16/CASP1/ARRB2/CASP8/APP/NLRP1/ACP5/P2RX7/CCR7/NOD2/MALT1/F2RL1/PYHIN1/CARD16/LGALS9/PYCARD/S1PR3/MNDA/LILRA2/LPL/CCL19/IGF1/IL1B/INAVA/GBP5/GSDMD/ARG2/TNFAIP3/IFNG",34
"GO:0070302","GO:0070302","regulation of stress-activated protein kinase signaling cascade","68/3671","239/18670",0.000636036662627799,0.00770577039523493,0.00591684905702926,"FOXM1/TLR6/TGFB2/PRDX1/MAP4K1/PBK/MAPK1/PTK2B/GSTP1/HACD3/DVL3/NCF1/WNT16/EZR/ZMPSTE24/TNF/APP/DUSP3/TIAM1/MAGI3/SPAG9/CD40LG/TNFSF11/FGD2/NRK/ARHGEF5/DAB2IP/EDAR/MLKL/CCR7/EMC10/GADD45B/NOD2/MAP3K12/GADD45A/F2RL1/RELL1/TLR9/SLAMF1/PJA2/PAFAH1B1/HAND2/RASGRP1/CD27/PYCARD/SFRP2/FCGR2B/SH3RF1/LTBR/TPD52L1/CARD9/CCL19/PTPN22/SDCBP/IL1B/PER1/TAOK1/SASH1/FOXO1/NBR1/INAVA/ERCC6/XDH/TNIK/PDCD10/PINK1/IL26/NOX1",68
"GO:2000116","GO:2000116","regulation of cysteine-type endopeptidase activity","68/3671","239/18670",0.000636036662627799,0.00770577039523493,0.00591684905702926,"AIM2/CARD8/ADORA2A/FASLG/RFFL/BIRC3/ST20/POR/TNFAIP8/LGMN/RHOA/CASP10/LCK/SOX7/TFAP4/VCP/TP63/CASP1/BCAP31/BIRC5/ARRB2/CASP8/TNFSF14/YWHAE/TNF/IFT57/NLRP1/MTCH1/CASP8AP2/DIABLO/ASPH/MALT1/TNFRSF10A/CYFIP2/RAF1/EIF2AK3/CTSH/DAP/PARK7/LEF1/CARD16/DHCR24/BCL2L13/PCID2/SERPINB9/LGALS9/CD27/PYCARD/SFRP2/SH3RF1/ARL6IP1/TRADD/CARD9/GSN/LAMP3/RNF34/BIRC2/SIAH2/PRDX5/HIP1/XDH/CASP5/BEX3/AIFM1/DPEP1/CASP4/PRDX3/GRIN1",68
"GO:0052548","GO:0052548","regulation of endopeptidase activity","111/3671","425/18670",0.000636910445151946,0.00770577039523493,0.00591684905702926,"AIM2/CARD8/CST6/ADORA2A/FASLG/RFFL/SERPINA9/BIRC3/PSMD14/ST20/CR1/PZP/USP14/POR/TNFAIP8/LGMN/RHOA/COL7A1/CASP10/LCK/SPINT1/SOX7/TFAP4/VCP/TP63/CSTA/ANOS1/TIMP4/PSMA3/CASP1/BCAP31/BIRC5/ARRB2/CASP8/PSME3/TNFSF14/YWHAE/CRB2/TNF/IFT57/APP/NLRP1/APLP2/MTCH1/EFNA1/PAPLN/STAT3/CASP8AP2/ITIH1/DIABLO/GAPDH/ASPH/HMSD/PEBP1/MALT1/ITIH2/PSMB8/TNFRSF10A/CYFIP2/RAF1/TIMP3/EIF2AK3/WFDC8/WFIKKN2/CTSH/DAP/SPOCK1/PARK7/SERPINB8/LEF1/CARD16/DHCR24/BCL2L13/PCID2/SERPINB9/LGALS9/CD27/PYCARD/SFRP2/CSTB/SH3RF1/SERPINA3/EPPIN/ARL6IP1/TRADD/SPINT2/PSMF1/CARD9/GSN/PI3/LAMP3/RNF34/BIRC2/SIAH2/PRDX5/SERPINA5/FURIN/C5/HIP1/XDH/CASP5/BEX3/AIFM1/DPEP1/RENBP/WFIKKN1/CASP4/SPINK13/PRDX3/ADRM1/GRIN1",111
"GO:0016051","GO:0016051","carbohydrate biosynthetic process","62/3671","214/18670",0.000649271515257558,0.00784044541909506,0.00602025880674422,"PLEK/B4GALT1/CLTC/G6PC3/PTK2B/PPP1R3E/TALDO1/PGK1/GBE1/IMPAD1/OGT/PGAM1/G6PD/ALDOA/B4GALT5/PPP1R3B/DYRK2/ENO1/EXT1/EGF/MDH2/IRS1/GYS2/CRY1/PGD/CD244/DDB1/GPI/PGM1/GAPDH/GOT2/EXT2/PPARGC1A/TKT/TPI1/PCK2/SLC2A1/GSK3B/CHST14/B3GNT9/ARPP19/GOT1/MPDU1/ST6GALNAC6/PGP/DGKQ/ADIPOQ/MST1/MDH1/IGF1/ENO3/PGM2L1/FOXO1/SMPD3/FAM3C/IMPA1/PGM2/FOXK2/AKR1B1/PPP1R3D/SORBS1/FAM3A",62
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","54/3671","181/18670",0.000660400234224397,0.00795975783254207,0.00611187242936558,"RIPOR2/GNRH1/JAK3/LILRB1/PTPN6/CD9/ADORA2A/ANXA1/ABL1/PRKAR1A/PAG1/AKNA/CD300A/LAX1/SPN/TMEM131L/SDC4/BTN2A2/CASP3/TNFSF4/DUSP3/ERBB2/IL4R/PRNP/CLEC4G/MAPK7/CTLA4/TIGIT/TNFAIP8L2/PRKCD/ADTRP/CD274/ZC3H8/LGALS9/ASS1/FCGR2B/PRDX2/HLX/FOXP3/TNFRSF14/SPINT2/RUNX3/ADIPOQ/TBX21/PTPN22/FXYD5/PTK2/TWSG1/PDE5A/CD80/ARG2/PLA2G2D/ZBTB7B/EPCAM",54
"GO:0052547","GO:0052547","regulation of peptidase activity","117/3671","452/18670",0.000663481400228209,0.00798180642991521,0.00612880236834439,"AIM2/CARD8/CST6/ADORA2A/FASLG/RFFL/SERPINA9/BIRC3/PSMD14/ST20/CR1/PZP/USP14/POR/TNFAIP8/LGMN/RHOA/PCOLCE2/COL7A1/CASP10/LCK/SPINT1/SOX7/TFAP4/VCP/TP63/CSTA/ANOS1/TIMP4/PSMA3/CASP1/BCAP31/BIRC5/ARRB2/CASP8/PSME3/TNFSF14/YWHAE/CRB2/TNF/IFT57/APP/NLRP1/APLP2/MTCH1/EFNA1/PAPLN/STAT3/CASP8AP2/ITIH1/DIABLO/GAPDH/ASPH/HMSD/PEBP1/MALT1/ITIH2/PSMB8/TNFRSF10A/CYFIP2/RAF1/TIMP3/EIF2AK3/WFDC8/WFIKKN2/CTSH/DAP/SPOCK1/PARK7/SERPINB8/LEF1/CARD16/DHCR24/BCL2L13/PCID2/SERPINB9/LGALS9/CD27/PYCARD/SFRP2/CSTB/SH3RF1/SERPINA3/EPPIN/ARL6IP1/TRADD/SPINT2/PSMF1/CARD9/PI16/GSN/PI3/LAMP3/RNF34/BIRC2/SIAH2/PRDX5/SERPINA5/FURIN/C5/HIP1/CAV1/XDH/MAPK12/CASP5/BEX3/AIFM1/DPEP1/RENBP/PINK1/WFIKKN1/CASP4/SPINK13/DDRGK1/PRDX3/ADRM1/GRIN1",117
"GO:0010038","GO:0010038","response to metal ion","97/3671","364/18670",0.000665505430778093,0.00799107839292113,0.00613592181296246,"RASGRP2/HIF1A/GNRH1/HVCN1/ANXA7/KCNIP2/NQO1/CPNE5/ANXA5/PAM/LGMN/MAPK1/CAPN3/PTK2B/CYP1A1/FIBIN/NCSTN/TERT/SPARC/AHCYL1/CALR/SLFN14/NCF1/SEC31A/PPP2CB/CASP8/G6PD/TFR2/ITPR3/TCIRG1/ARL13B/ADAM9/APP/RASAL1/CASP3/TF/PPP5C/AANAT/CYP2R1/HSPA5/P2RX7/CYBB/SLC41A1/SYT15/KCNMB3/CPOX/GCLC/BACE1/PRNP/PPARGC1A/CDK1/IQGAP1/EIF2AK3/PEF1/PARK7/MT1A/HOMER1/AKR1C3/SLC11A2/ANXA11/ASS1/ACER1/GOT1/DMTN/ADD1/BGLAP/CLIC4/TRPM2/DTYMK/PPP2CA/SLC25A24/CHUK/ENDOG/CASQ2/GSN/LIG4/S100A16/HAMP/SOD1/AQP9/SLC40A1/NFE2L1/TNNT2/SMPD3/EIF2S1/CAV1/GSS/BECN1/CREB1/MT1M/STIM1/DPEP1/CALM2/MT1X/CCNB1/AQP3/MAPK8",97
"GO:0009165","GO:0009165","nucleotide biosynthetic process","102/3671","386/18670",0.000673431357922091,0.00807104950772792,0.00619732735594706,"HIF1A/KMO/ME1/CBFA2T3/RRM2/MAPK1/HK1/ACSBG1/OGDH/ACLY/SLC2A6/NUP210/PGK1/VCP/EIF6/PSEN1/OGT/PGAM1/PRPS1/ALDOA/IMPDH1/LDHA/APP/GARS1/ADPGK/ADCY9/CDS1/P2RX7/HTR2A/ENO1/AMPD3/ATP5F1B/AK2/ATP5F1C/KYNU/AK8/JMJD8/NUP42/STAT3/PKM/ACAT1/GPI/PGM1/ATP5F1A/GAPDH/ELOVL1/NUP153/PPARGC1A/ATP5PB/NUP98/ATP5MC3/PFKP/HPRT1/TPI1/PDK1/GUCA1B/NPPC/AMPD1/IL4/QPRT/TYMS/DLD/ELOVL5/NUP88/DTYMK/SEC13/NAXE/RNLS/PRKAG1/IGF1/ENO3/NOS1/PGM2L1/NUP214/FASN/RAD50/GMPS/HK2/GSTZ1/ADA/ACSS1/NMNAT2/CAD/GPAM/PRXL2C/DLAT/PPT1/PARP16/TBPL1/OGDHL/PINK1/DCK/FOXK2/CYC1/ACSL3/ATP5PD/NUDT12/IFNG/PARP9/TAZ/ADCY10/STOML2",102
"GO:0070304","GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","52/3671","173/18670",0.000679580352718642,0.00812946403177122,0.00624218074552069,"TLR6/TGFB2/MAP4K1/PTK2B/HACD3/DVL3/NCF1/WNT16/TNF/APP/TIAM1/SPAG9/CD40LG/TNFSF11/FGD2/NRK/ARHGEF5/DAB2IP/EDAR/MLKL/CCR7/EMC10/GADD45B/NOD2/MAP3K12/GADD45A/F2RL1/RELL1/TLR9/SLAMF1/PJA2/HAND2/RASGRP1/CD27/PYCARD/FCGR2B/SH3RF1/LTBR/TPD52L1/CARD9/CCL19/SDCBP/IL1B/TAOK1/SASH1/INAVA/ERCC6/XDH/TNIK/PDCD10/IL26/NOX1",52
"GO:0019932","GO:0019932","second-messenger-mediated signaling","114/3671","439/18670",0.000680900189772808,0.00812999926964686,0.00624259172606609,"GCGR/OPRL1/LAT2/P2RX5/RXFP2/ADORA2A/PRKACA/PLEK/ATP1B1/PRKAR1A/LAT/BTK/ADGRG1/PLCG2/VIP/ADGRG5/PTK2B/S1PR4/CCR6/CD22/CALCA/PTPRC/ATP2A2/BCAP31/ZMPSTE24/ADGRE3/UCN/ITPR3/RCAN2/ZAP70/GNB1/PPP2R1A/TNF/GPR3/CCL20/ADCY9/P2RX7/TNFSF11/DYRK2/ACKR3/ADRB1/CGAS/NRG1/ARRDC3/RAPGEF2/GPR65/TSHR/MYOZ1/PRNP/CCR7/PTHLH/ADRA2A/JPH2/ADGRD1/CXCR5/MAPK7/CDH13/ADRA1B/ADGRB1/PRKAR2B/EIF2AK3/EDNRB/CD3E/NPPC/MC4R/GSK3B/TMBIM4/GNAI1/SPPL3/CHGA/TMEM38B/AVPR1A/CASQ1/RCAN1/SRI/CMKLR1/NOS1AP/DMTN/NUDT4/TRPM2/SELENOK/EPHA5/DGKQ/PPP2CA/IGF1/CASQ2/PCLO/GSTO1/NOS1/RASD2/TRAT1/SULT1A3/UCN2/ADA/ADGRG4/CXCR4/NR5A2/ADGRL2/PDE5A/PTPRJ/PPP1R9B/NFAT5/CALML6/SLC9A1/CALM2/NDUFS4/CLIC2/CRTC3/CXCR1/MGRN1/ADGRL1/CXCR3/GRIN1/ADM",114
"GO:0032352","GO:0032352","positive regulation of hormone metabolic process","9/3671","15/18670",0.000684616075590797,0.0081562821355854,0.00626277293346888,"HIF1A/POR/TNF/PPARGC1A/IL1B/GATA3/RDH10/IFNG/ADM",9
"GO:0042407","GO:0042407","cristae formation","15/3671","33/18670",0.000688218285593624,0.0081562821355854,0.00626277293346888,"AFG3L2/OMA1/ATP5F1B/ATP5F1C/CHCHD3/ATP5F1A/ATP5PB/ATP5MC3/IMMT/APOOL/PINK1/ATP5PD/LETM1/TAZ/CHCHD6",15
"GO:0045191","GO:0045191","regulation of isotype switching","15/3671","33/18670",0.000688218285593624,0.0081562821355854,0.00626277293346888,"ATAD5/PTPRC/IL27RA/SHLD3/TNFSF4/CD40/CLCF1/IL4/THOC1/FOXP3/APLF/TBX21/SUPT6H/TFRC/CD28",15
"GO:0051204","GO:0051204","protein insertion into mitochondrial membrane","15/3671","33/18670",0.000688218285593624,0.0081562821355854,0.00626277293346888,"YWHAQ/E2F1/YWHAG/TP73/TP63/CASP8/YWHAE/YWHAH/YWHAB/TP53BP2/YWHAZ/PPP1R13B/TFDP2/MOAP1/MAPK8",15
"GO:0051303","GO:0051303","establishment of chromosome localization","27/3671","75/18670",0.000696362938868,0.00823749554401181,0.00632513236729825,"ATM/NUF2/RAB11A/CENPF/DLGAP5/CDCA8/CDCA5/KIFC1/MEI1/NDC80/CENPE/CDT1/KIF14/CHMP1B/CHMP2A/CHMP4B/CHMP7/PSRC1/CENPQ/KIF2C/CUL3/CHMP2B/DYNC1H1/HNRNPU/BECN1/MIS12/CCNB1",27
"GO:0035967","GO:0035967","cellular response to topologically incorrect protein","49/3671","161/18670",0.000703265900141765,0.00830374699871091,0.00637600331687982,"BAG3/WFS1/UFD1/LMNA/PIK3R1/VCP/CALR/SEC31A/CXXC1/YIF1A/HSPA5/ATP6V0D1/ANKZF1/ATF6/HSPA9/DAB2IP/RNF5/CREB3L2/SRPRA/DNAJC3/TMBIM6/HSPB8/DNAJB11/TLN1/RNF121/EIF2AK3/DERL3/PDIA6/MBTPS2/CUL3/ADD1/CREB3/HDGF/GET3/AGR2/HYOU1/HERPUD2/GFPT1/SULT1A3/DCTN1/EIF2S1/HSP90B1/AMFR/TOR1A/WIPI1/PACRG/DNAJB12/PARP16/UGGT2",49
"GO:0045807","GO:0045807","positive regulation of endocytosis","47/3671","153/18670",0.000714634058034651,0.00842237847325126,0.00646709408292472,"ANXA2/ACTN4/CD63/PLCG2/STAP1/SIRPG/ARF1/DOCK2/CALR/PTPRC/ARRB2/TFR2/IL2RB/TNF/TF/IL2RG/SIRPB1/EGF/ITGAV/NCKAP1L/TSG101/HNRNPK/F2RL1/SH3GL1/AP2B1/IL4/WASL/LDLRAP1/PYCARD/FCGR2B/RAB31/ABCA7/RAB21/CCL19/TULP1/CD300LF/MAGI2/IL1B/SOD1/BCR/HIP1/TOR1A/PTPRJ/DNM1L/PPT1/IFNG/CLU",47
"GO:0007029","GO:0007029","endoplasmic reticulum organization","22/3671","57/18670",0.000724257122152782,0.00852004319344305,0.00654208559940297,"TMEM170A/RAB10/CCDC47/TMCC1/SEC31A/SHTN1/SEC31B/ZFYVE27/EIF2AK3/CAV2/TMEM38B/CASQ1/SEC16A/ARL6IP1/ATL3/GET3/SPTSSB/RAB18/UBL4A/BNIP1/RAB3GAP1/RTN4",22
"GO:0055074","GO:0055074","calcium ion homeostasis","121/3671","471/18670",0.00073791819854399,0.00866476323004877,0.00665320837729592,"ANXA2/OPRL1/PTPN6/P2RX5/PRKCB/CORO1A/ANXA7/PRKACA/WFS1/FASLG/TACR1/ABL1/ATP1B1/CD19/AFG3L2/CCDC47/ANXA5/LPAR6/MS4A1/PLCG2/CAPN3/SCGN/PTK2B/KEL/GPR18/LCK/ATP13A3/S1PR4/CCR6/NMB/MCOLN2/PLCB2/SNX10/NPFF/CALCA/CALR/TAC1/PTPRC/GPR4/ATP2A2/PSEN1/BCAP31/YWHAE/ITPR3/TCIRG1/ATP2A3/GNB1/APP/CD52/TMCO1/P2RX7/HTR2A/TNFSF11/HEXB/F2RL3/PDE6A/CD40/ACKR3/NPTN/LRP6/GPR55/GPR65/ITGAV/TMEM64/CYP27B1/PRNP/CCR7/CD55/JPH2/CXCR5/TMBIM6/SLC8A3/RMDN3/PTGDR/STIM2/F2RL1/ADRA1B/GPR174/EDNRB/PDZD8/MICU1/SPPL3/MCUB/BDKRB2/DIAPH1/STC1/TMEM38B/AVPR1A/CASQ1/S1PR3/SRI/CMKLR1/GOT1/LPAR2/TRPM2/P2RY10/SELENOK/LIME1/CCL19/HRH4/CASQ2/GSTO1/PIK3CG/NOS1/IMMT/PROK2/HSP90B1/CXCR4/CAV1/STIM1/CALM2/CLIC2/LETM1/CXCR1/CXCR3/DHRS7C/S1PR1/DISC1/GRIN1/ADM/STOML2",121
